name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
"GORSKI, DENNIS T",H,House,DEM,DEMOCRATIC PARTY,NY,30,30,{30},{1992},"{1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1992-06-29,1992-06-29,1992-06-29,H2NY30058,1992
"FLAGG, JESSICA",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{17,17}","{2004,2006}","{2004,2006,2008}",P,C,Challenger,2006-12-07 00:00:00,2004-09-10,2006-10-26,2004-09-10,H4NY17119,2006
"SHEA, DENNIS C",H,House,REP,REPUBLICAN PARTY,NY,07,7,"{09,07}","{1990,1992}","{1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1991-11-22,1991-11-22,1991-11-22,H0NY09056,1992
"O'CONNOR, DANIEL",H,House,DEM,DEMOCRATIC PARTY,NY,07,7,{07},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2011-05-16,2012-04-04,2012-04-04,H2NY12130,2012
"BURMAN, JANET BERL",H,House,REP,REPUBLICAN PARTY,NY,24,24,{24},{2014},{2014},C,C,Challenger,2014-04-24 22:16:15,2014-02-03,2014-02-21,2014-02-21,H4NY24065,2014
"SCALA, MICHAEL",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2011-11-08,2012-04-27,2012-04-27,H2NY06108,2012
"ADDABBO, JOSEPH P",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,"{07,07,07,06,06,06}","{1976,1978,1980,1982,1984,1986}","{1976,1978,1980,1982,1984,1986}",C,I,Incumbent,2002-03-30 00:00:00,1976-03-19,1985-01-04,1985-01-04,H6NY07024,1986
"MASTERSON, MARK ROBERT",H,House,REP,REPUBLICAN PARTY,NY,28,28,"{28,28,28}","{1982,1984,1986}","{1982,1984,1986,1988}",P,C,Challenger,2002-03-30 00:00:00,1986-08-05,1986-08-05,1986-08-05,H2NY28045,1986
"TWOMEY, THOMAS A",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,{01},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-05-20,1980-05-20,1980-05-20,H0NY01020,1980
"FLEMING, JOHN J",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2004},"{2004,2006,2008,2010}",P,C,Challenger,2005-03-02 00:00:00,2003-05-21,2003-10-20,2003-10-20,H4NY17101,2004
"ROWLEE, E KEVAN II",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-10-11,1984-10-11,1984-10-11,H4NY29015,1984
"ALBANESE, ANDREW",H,House,REP,REPUBLICAN PARTY,NY,23,23,{23},{1980},"{1980,1982,1984}",P,,,2002-03-30 00:00:00,1980-06-26,1980-06-26,1980-06-26,H0NY23024,1980
"ALBANESE, SAL F",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{14,13}","{1990,1992}","{1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1989-12-09,1992-01-31,1992-01-31,H0NY14106,1992
"SMITH, JIM",H,House,REP,REPUBLICAN PARTY,NY,11,11,{11},{1982},"{1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1982-02-25,1982-02-25,1982-02-25,H2NY12015,1982
"HARTZELL, ANDREW C JR",H,House,REP,REPUBLICAN PARTY,NY,18,18,{18},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-06-14,1994-06-27,1994-06-27,H4NY18067,1994
"MCDONALD, GEORGE THOMAS",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,"{18,15,15,15}","{1980,1982,1984,1988}","{1980,1982,1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1980-05-27,1988-01-09,1988-01-09,H0NY18024,1988
"MURPHY, BRIANNE-ELISE",H,House,DEM,DEMOCRATIC PARTY,NY,25,25,{25},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2011-03-04,2011-03-04,2011-03-04,H2NY25066,2012
"NATKIN, TODD",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{1984},{1984},N,O,Open seat,2002-03-30 00:00:00,1984-04-27,1984-04-27,1984-04-27,H4NY20063,1984
"GRIMM, MICHAEL",H,House,REP,REPUBLICAN PARTY,NY,11,11,"{13,13,11,11}","{2010,2012,2014,2018}","{2010,2012,2014,2016,2018}",C,C,Challenger,2018-02-08 21:14:37,2009-11-12,2017-10-02,2017-10-02,H0NY13074,2018
"JERESKI, ROBERT K",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{2004},{2004},C,C,Challenger,2005-03-02 00:00:00,2004-06-07,2004-06-07,2004-06-07,H4NY14082,2004
"MARTINS, JACK",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-01-07,2016-07-21,2016-07-21,H6NY03197,2016
"DOWNEY, THOMAS J",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,"{02,02,02,02,02,02,02,02}","{1976,1978,1980,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1976-03-18,1991-01-11,1991-01-11,H6NY02025,1992
"DILEO, DAVID",H,House,IND,INDEPENDENT,NY,02,2,{02},{2010},{2010},N,C,Challenger,2009-11-13 22:55:13,2009-11-10,2009-11-10,2009-11-10,H0NY02150,2010
"BIAGGI, MARIO",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{10,10,10,19,19,19,19,17}","{1976,1978,1980,1982,1984,1986,1988,1992}","{1976,1978,1980,1982,1984,1986,1988,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1976-03-26,1992-07-23,1992-07-23,H6NY10028,1992
"SUNDWALL, ERIC",H,House,LIB,LIBERTARIAN PARTY,NY,20,20,"{20,20}","{2006,2010}","{2006,2008,2010}",C,C,Challenger,2009-04-29 22:11:29,2006-04-03,2009-04-23,2009-04-23,H6NY20191,2010
"QUINN, ROBERT PATRICK",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-06-15,1984-06-15,1984-06-15,H4NY03010,1984
"DONNELLY, JOHN E",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{2006},"{2006,2008}",P,C,Challenger,2009-04-29 00:00:00,2006-06-30,2006-08-15,2006-08-15,H6NY28053,2006
"LOPEZ, PETER D",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2015-10-20,2015-10-20,2015-10-20,H6NY19219,2016
"GROSS, FELICIA",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,{01},{2002},"{2002,2004}",P,C,Challenger,2002-06-24 00:00:00,2002-03-05,2002-03-05,2002-03-05,H2NY01059,2002
"LAMB, DAN",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{2012},"{2012,2014}",P,O,Open seat,2013-04-26 09:04:30,2012-02-13,2012-02-13,2012-02-13,H2NY22147,2012
"HEANEY, ANDREW",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2015-08-05,2015-08-05,2015-08-05,H6NY19193,2016
"BUTLER, TYRONE G",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{13,13}","{1994,1996}","{1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1994-08-23,1996-02-28,1996-02-28,H4NY13027,1996
"LIVINGSTON, JEFFREY E",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{1996},"{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1996-03-25,1996-03-25,1996-03-25,H6NY14186,1996
"LAMMERS, BERNARD J",H,House,DEM,DEMOCRATIC PARTY,NY,26,26,{26},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-07-02,1984-07-02,1984-07-02,H4NY26011,1984
"VOGEL, JAMES R",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,"{29,29}","{1986,1988}","{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-07-08,1988-09-08,1988-09-08,H6NY29101,1988
"CROWLEY, DAVID F",H,House,REP,REPUBLICAN PARTY,NY,28,28,"{28,28}","{1982,1984}","{1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1982-04-10,1983-12-23,1982-04-10,H2NY28037,1984
"ROBERTO, LEONARD A",H,House,REP,REPUBLICAN PARTY,NY,27,27,{27},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2010-05-10,2010-05-10,2010-05-10,H0NY27066,2010
"JEZER, RHEA",H,House,DEM,DEMOCRATIC PARTY,NY,25,25,"{25,25}","{1992,1994}","{1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1992-06-09,1994-02-03,1994-02-03,H2NY26049,1994
"STERLING, JASON",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{2012},"{2012,2014,2016,2018}",N,C,Challenger,2011-10-26 00:37:54,2011-10-24,2011-10-24,2011-10-24,H2NY01083,2012
"WOLFF, LESTER L",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,"{06,06,06}","{1976,1978,1980}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-03-24,1980-03-03,1980-03-03,H6NY06026,1980
"LEBOUTILLIER, JOHN",H,House,REP,REPUBLICAN PARTY,NY,03,3,"{06,03}","{1980,1982}","{1980,1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1979-10-02,1982-06-03,1982-06-03,H0NY06011,1982
"KATKO, JOHN M",H,House,REP,REPUBLICAN PARTY,NY,24,24,"{24,24,24}","{2014,2016,2018}","{2014,2016,2018}",C,I,Incumbent,2017-04-10 20:57:55,2014-01-31,2017-01-30,2017-01-30,H4NY24073,2018
"PRADO, MIGUEL I",H,House,REP,REPUBLICAN PARTY,NY,12,12,{12},{1996},"{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1996-10-10,1996-10-10,1996-10-10,H6NY12099,1996
"BATTALIA, DOLORES A",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{1986},"{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-03-26,1986-03-26,1986-03-26,H6NY20118,1986
"MASSA, ERIC JJ",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,"{29,29,29}","{2006,2008,2010}","{2006,2008,2010,2012,2014,2016,2018}",P,,,2011-02-24 10:53:11,2005-04-20,2009-05-21,2009-05-21,H6NY29168,2010
"KINGSON, ERIC R. MR.",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-07-10,2015-07-10,2015-07-10,H6NY24169,2016
"WALRATH, DAVID LANGDON",H,House,REP,REPUBLICAN PARTY,NY,24,24,"{24,24}","{2002,2004}","{2002,2004}",C,C,Challenger,2005-03-02 00:00:00,2002-08-08,2004-03-17,2004-03-17,H2NY24085,2004
"HORTON, FRANK J",H,House,REP,REPUBLICAN PARTY,NY,29,29,"{34,34,29,29,29,29,29,29}","{1976,1980,1982,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1976-08-23,1991-08-13,1991-08-13,H6NY34028,1992
"MELE, ANTHONY",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2010-04-12,2010-04-12,2010-04-12,H0NY17125,2010
"POWELL, ADAM CLAYTON",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,{15},{1994},"{1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1994-08-03,1994-08-03,1994-08-03,H4NY15055,1994
"KICINSKI, MICHAEL J SR",H,House,REP,REPUBLICAN PARTY,NY,22,22,{22},{2012},"{2012,2014}",P,O,Open seat,2013-04-26 09:04:30,2012-05-01,2012-05-01,2012-05-01,H2NY22154,2012
"CORNICELLI, ROBERT M",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2004},{2004},C,C,Challenger,2005-03-02 00:00:00,2004-02-09,2004-05-04,2004-02-09,H4NY02046,2004
"KRIEGER, SEYMOUR",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{1990},"{1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1990-07-27,1990-07-27,1990-07-27,H0NY28056,1990
"COCCO, DARLENE M",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,{17},{1996},{1996},C,C,Challenger,2002-04-02 00:00:00,1996-03-01,1996-03-01,1996-03-01,H6NY17106,1996
"JOHNSON, JOAN B",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2000},"{2000,2002,2004}",P,O,Open seat,2002-04-12 00:00:00,2000-06-23,2000-06-23,2000-06-23,H0NY02093,2000
"ALDERSON, JEREMY WEIR",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,{29},{2004},"{2004,2006}",P,C,Challenger,2005-05-25 00:00:00,2004-09-17,2004-10-01,2004-09-29,H4NY29155,2004
"GIROUX, FRANCIS A",H,House,RTL,RIGHT TO LIFE,NY,23,23,{23},{1996},"{1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1996-06-06,1996-06-06,1996-06-06,H6NY23476,1996
"THOMPSON, RICHARD N",H,House,CRV,CONSERVATIVE PARTY,NY,02,2,{02},{2000},"{2000,2002}",P,O,Open seat,2002-04-12 00:00:00,2000-10-02,2000-10-02,2000-10-02,H0NY02135,2000
"GOMEZ, JOHN B MR.",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2010-03-08,2010-04-22,2010-04-22,H0NY02184,2010
"INGLEE, WILLIAM BROWN",H,House,DEM,DEMOCRATIC PARTY,NY,30,30,{30},{1980},{1980},C,O,Open seat,2002-03-30 00:00:00,1980-09-01,1980-09-01,1980-09-01,H0NY30037,1980
"AMBRO, JEROME A",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,"{03,03,03,03}","{1976,1978,1980,1982}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-07-12,1981-09-18,1981-09-18,H6NY03023,1982
"COX, CHRISTOPHER N",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:12,2010-01-27,2010-03-08,2010-03-08,H0NY00063,2010
"BEAVAN, COLIN ",H,House,GRE,GREEN PARTY,NY,08,8,{08},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2012-05-18,2012-05-18,2012-05-18,H2NY08138,2012
"MURPHY, KATHLEEN M",H,House,RTL,RIGHT TO LIFE,NY,13,13,{13},{1992},"{1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1992-09-09,1992-09-16,1992-09-16,H2NY13047,1992
"HOLLAND, JOSEPH H",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2002},"{2002,2004}",P,C,Challenger,2003-03-28 00:00:00,2002-08-12,2002-08-12,2002-08-12,H2NY17113,2002
"COLON, WILLIE",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{17,17}","{1994,1996}","{1994,1996,1998}",N,C,Challenger,2002-04-03 00:00:00,1994-06-13,1996-07-25,1996-07-25,H4NY17077,1996
"WEIN, LOUIS P",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-07-07,1980-07-07,1980-07-07,H0NY17059,1980
"WOOLF, AARON",H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{2014},"{2014,2016}",P,O,Open seat,2015-04-02 15:52:44,2014-02-21,2014-02-21,2014-02-21,H4NY21103,2014
"MARTIN, DAVID O'BRIEN",H,House,REP,REPUBLICAN PARTY,NY,26,26,"{26,26,26,26,26,26}","{1982,1984,1986,1988,1990,1992}","{1980,1982,1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1980-06-06,1991-03-14,1991-03-14,H0NY30011,1992
"COLEMAN, JOHN J",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-07-07,2004-07-07,2004-07-07,H4NY20097,2004
"FUSCO, DOMINICK A",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{1990},"{1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1990-09-07,1990-09-07,1990-09-07,H0NY19063,1990
"BECKER, FRANCIS X. JR.",H,House,REP,REPUBLICAN PARTY,NY,04,4,"{04,04,04,04}","{2010,2012,2014,2016}","{2010,2012,2014,2016,2018}",N,C,Challenger,2015-02-09 21:15:05,2010-06-08,2015-01-31,2015-01-31,H0NY04099,2016
"BRENNAN, CHARLES F",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,{04},{1980},{1980},C,,,2002-03-30 00:00:00,1980-07-14,1980-07-14,1980-07-14,H0NY04016,1980
"LUPINACCI, CHAD ANTHONY",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{2016},{2016},C,O,Open seat,2016-04-21 21:06:43,2016-01-07,2016-01-07,2016-01-07,H6NY03189,2016
"YANDIK, WILL",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2016},{2016},C,O,Open seat,2016-04-21 21:06:43,2016-01-13,2016-01-13,2016-01-13,H6NY19235,2016
"OLIVER, FERNANDO J",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{1982},"{1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1982-05-21,1982-05-21,1982-05-21,H2NY21016,1982
"CLEARY, SUSAN W",H,House,REP,REPUBLICAN PARTY,NY,11,11,{11},{2000},"{2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,2000-09-03,2000-09-05,2000-09-05,H0NY11052,2000
"REGAN, JOHN M JR",H,House,REP,REPUBLICAN PARTY,NY,30,30,{30},{1990},"{1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1990-09-28,1990-10-09,1990-10-09,H0NY30052,1990
"LANGE, JOHN RICHARD",H,House,REP,REPUBLICAN PARTY,NY,18,18,{18},{2016},{2016},C,C,Challenger,2016-04-21 21:06:43,2016-01-06,2016-01-06,2016-01-06,H6NY18211,2016
"SHULDINER, BENJAMIN OLIVER",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2006},"{2004,2006,2008,2010,2012}",P,C,Challenger,2009-04-29 22:11:29,2004-05-24,2004-05-24,2004-05-24,H4NY19099,2006
"BISHOP, DAVID A",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,{02},{2000},"{2000,2002,2004,2006}",P,C,Challenger,2006-06-16 00:00:00,2000-04-17,2000-04-17,2000-04-17,H0NY02077,2000
